,index,text,label
2214,2214,"From earth's dread ruins you'll be caught,",1
2215,2215,"Each lays quickly one egg more,",1
2216,2216,And with the ills of Eld mine earlier years alloyed.,1
2217,2217,"Of what matiere it schal be told,",1
2218,2218,I wish I could find his proper place!,1
2219,2219,A second trial.  Is the devil's line,1
2220,2220,His wriggling form still lessening as he soared!,1
2221,2221,"So rivet on the earth, and with a hand",1
2222,2222, The opposite of a parting by death.,1
2223,2223,"Of soul by watching,",1
2224,2224,"And if you goad it these grey rules to break,",1
2225,2225,Will steal no more than she thinks is right;,1
2226,2226,"And stranger--sadder, O mine own other part,",1
2227,2227,In blast-beruffled plume.,1
2228,2228,"Prepar'd myself the conflict to sustain,",1
2229,2229,Y un grito de furor lanza el profundo:,1
2230,2230,"Alas, for the spot where our ancestors bended,",1
2231,2231,Though in my earliest life bereft,1
2232,2232,"The evil foe is slain!""",1
2233,2233,And let hem noght be drunke in wast:,1
2234,2234,"That 'comp.' was setting at his frame, they feared",1
2235,2235,Him may you mark in every vale,1
2236,2236,And yit ful many a worthi kniht,1
2237,2237,"O maiden, O rose!",1
2238,2238,"The shrinking spot, the breeze will make him shiver,",1
2239,2239,"Was quite forgotten, save of us alone!",1
2240,2240,"By sale, at least by death, to change their lord.",1
2241,2241,A little spring had lost its way,1
2242,2242,I wor the champion o' the sheer;,1
2243,2243,"Send the tallest of thy servants,",1
2244,2244,"Nor spares the commons, when it strikes the lord.",1
2245,2245,And so forth of the remenant,1
2246,2246,"A black, frayed rag of tattered cloud before",1
2247,2247,"Libra Phoebeos tenet aequa currus,",1
2248,2248,"What though the EIGHTH COMMANDMENT rose to mind,",1
2249,2249,"The leaves a-falling on my cheek,",1
2250,2250,He sent thee early to the Achaian host;,1
2251,2251,"When the snow-flakes, whirling downward,",1
2252,2252,"From the most holy wave, regenerate,",1
2253,2253,So close it came she felt the hungry breath,1
2254,2254,The wild bird knows where rest shall be,1
2255,2255,"It is an excellent journalistic thing,",1
2256,2256,Earth helped him with the cry of blood._,1
2257,2257,"Haste away from all folks' knowledge,",1
2258,2258,"An' when he come, I lay dee use' to smile.",1
2259,2259,And thick on Severn snow the leaves.,1
2260,2260,There spread a lurid gleam,1
2261,2261,For like great wings forcefully smiting air,1
2262,2262,"""And that all for the black dinner",1
2263,2263,"By old desert. What was before from earth,",1
2264,2264,Whom they triumph'd once lapst.  Thus were they plagu'd,1
2265,2265,And call presumptuous Hope to hear,1
2266,2266,In honoured place the God Most High,1
2267,2267,More filled with signs and portents for the soul --,1
2268,2268,"Not iv his best or worst array,",1
2269,2269,“Now seems my human shape to leave me. Now,1
2270,2270,God's Education,1
2271,2271,Wherof the parfit of here lawe,1
2272,2272,And if it were so do not keep it back:,1
2273,2273,"With impetuous recoil and jarring, sound",1
2274,2274,"""Let us close the flower-leaves around him and leave him here",1
2275,2275,The sports of the field were their delight;,1
2276,2276,I watch the barges pass in rows,1
2277,2277,Shall rule the feast to-night.,1
2278,2278,Each one leads full thirty thousand warriors.,1
2279,2279,And keep your conscience true!,1
2280,2280,"Hers are the eyes which, over and beneath,",1
2281,2281,"We are reaped, who were thy reapers, and slain our songs;",1
2282,2282,That nobody else,1
2283,2283,To my garden fair.,1
2284,2284,"Nor hath he whence to breed the race anew,",1
2285,2285,O take the nasty soup away!,1
2286,2286,De jice dyar; 'neaf de platin'--,1
2287,2287,How dull and dead are books that cannot show,1
2288,2288,"And be happy, reft of thee,--",1
2289,2289,"six months of gestation, the embryon probably sleeps, as it",1
2290,2290,And face the gloom until it shall grow lighter.,1
2291,2291,Scythian should a bearskin drop.,1
2292,2292,Rewarded shuldest thou have be.’,1
2293,2293,"Yet these are wights, who fondly call their own",1
2294,2294,"Thy cloth of gold and banquet halls,",1
2295,2295,And the right-hand one seemed 'twixt white and yellow;,1
2296,2296,All night; at last by break of chearful dawne,1
2297,2297,The Schip was loked and sche founde;,1
2298,2298,"by Themis, who looseth and gathereth the meetings of men,",1
2299,2299,Put their best coats and faces on;,1
2300,2300,Atque olim amissas flemus amicitias.,1
2301,2301,"'T was summer, and the moon swam high,",1
2302,2302,Crime can arise and write her name,1
2303,2303,"Of all yon sisterhood of stars,",1
2304,2304,"Ghosts that wander in the night-time,",1
2305,2305,"I 'll see thee yet once more!""",1
2306,2306,Strange songs in a strange tongue that still convey,1
2307,2307,To mock the questioner.,1
2308,2308,Make as simple as a flower.,1
2309,2309,"Forthwith his former state and being forgets,",1
2310,2310,How to save life and honour from surprise;,1
2311,2311,"Were in tune with her own,",1
2312,2312,"When his feeble love is sated, he will hold thee surely then",1
2313,2313,"Washed by her waves, ere mingling with the brine,",1
2314,2314,"Oh! don’t you remember the creepers, Sam Holt,",1
2315,2315,The flaming gates of Heaven!,1
2316,2316,I can never sing alone;,1
2317,2317,"Of motive, purpose, false humanity",1
2318,2318,"See, endless forests shade the uncultured plain,",1
2319,2319,"A light so swiftly coming through the sea,",1
2320,2320,"Slumber is there, but not of rest;",1
2321,2321,Thus he. The matron with uplifted eyes,1
2322,2322,"E dizen que es torpe sy es sosegado,",1
2323,2323,"Flowing though the ship has come to rest,",1
2324,2324,"And sun-struck Pyrenees,",1
2325,2325,"Than Truth, if only one is in man's scope.",1
2326,2326,"Which was, ""At the first shrill note of the pipe",1
2327,2327,"Do you think, dear, as you say",1
2328,2328,"And stand, to steer the ship, by Lincoln's side?",1
2329,2329,"He's all things for the beaux and still more for the ladies,",1
2330,2330,"Between some greyhounds on my lord's estate,",1
2331,2331,"Over thy head, in joyful wanderings",1
2332,2332,But naught can be so wanton-blind as bliss.,1
2333,2333,"Laudibus in longum vates dimittis aevum,",1
2334,2334,"For the bread is Life.""",1
2335,2335,That force and will are blended in such wise,1
2336,2336,"Singing clearly as of old,",1
2337,2337,Content and luve brings peace and joy--,1
2338,2338,"No cantará mi hermana, y mi sobrina",1
2339,2339,"No hay placeres en su alma,",1
2340,2340,"Saturday's child works hard for its living,",1
2341,2341,"Unbroken by a tone,",1
2342,2342,With his brightë bronde.,1
2343,2343,"The fire of some great sacrifice,",1
2344,2344,"I saw a strange, sad wandering in her eyes.",1
2345,2345,"Dark clouds o'er the beautiful blue are encroaching,",1
2346,2346,"talk, you would tell me where the wretch is hiding, and I would",1
2347,2347,"And the big bank opposite gnashes its doors,",1
2348,2348,"Brave chieftains they sought, and young minstrels they sued her,",1
2349,2349,"A Lycian quiver and a Gnossian bow,",1
2350,2350,Are moved by flattery's oil of tongue alone;,1
2351,2351,"And the blood-drops, scarlet-colored.",1
2352,2352,"_Hame, hame, hame! oh hame I fain wad be,_",1
2353,2353,Yet I'd give the dearest treasure,1
2354,2354,"Surgeon, his paleness speaks the monster dead;",1
2355,2355,Perhaps he thought that the penny had slipped,1
2356,2356,"She is not faithful to me, and I see her",1
2357,2357,He'll be frightened all alone; we'll find him if we can;,1
2358,2358,"it is cut on the floor,",1
2359,2359,"In vain she seeks the friendly shore,",1
2360,2360,Will fall on my mound and within the hour,1
2361,2361,"Where hope receives, where faith to vision springs,",1
2362,2362,"Of marchings long, and hardships by the way,",1
2363,2363,With three associates of undaunted mind.,1
2364,2364,"From high heaven, my sainted father",1
2365,2365,Wo worth that wight that tret ech under fote!,1
2366,2366,"On, on! by St. Paul's, and the Astor!",1
2367,2367,I was not cheerful in my early days--,1
2368,2368,"Meanwhile they might their hearts of cares unload,",1
2369,2369,Better than in the Temple lost outright.,1
2370,2370,That angel-forms we cannot see,1
2371,2371,Dearer than any note,1
2372,2372,I visited the purlieus of the dead:,1
2373,2373,"The Figtree, not that kind for Fruit renown'd,",1
2374,2374,"Seeing only faces steel'd,",1
2375,2375,nux erat esca tibi causaeque papauera somni.,1
2376,2376,"Against false peace he plies his lance,",1
2377,2377,In my lady's chamber:,1
2378,2378,"Who, by distemper'd fancy led,",1
2379,2379,There was not a rebel behind the wall,1
2380,2380,"The night's quite early yet, don't say good-bye,",1
2381,2381,"Sone there were gode bowës bent,",1
2382,2382,"To die by, Adam, rather than such words.",1
2383,2383,His very soul was pouring from his eyes,1
2384,2384,"A wind blew out of a cloud, chilling",1
2385,2385,"sweet song. Then Pontonous, the henchman, set for him a",1
2386,2386,"Thou! with as now thy bending neck and head, with courteous hand",1
2387,2387,"""Thy will obeying, I call up afresh",1
2388,2388,"So looth to hem a-sonder goon it were,",1
2389,2389,And shame his poor word with your nobler deed.,1
2390,2390,"And 'tis but a penny to Twickenham Town.""",1
2391,2391,"""But, sir, they washed them off, and some they cut.",1
2392,2392,If I for sorrow die?,1
2393,2393,"'Are his eyes conscious and elate,",1
2394,2394,"Empress, the way is ready, and not long;",1
2395,2395,Aspired to all that fame relates,1
2396,2396,"Will I evade, nor give thee false reply,",1
2397,2397,From the memory of the old men,1
2398,2398,"Proud state with proud impassioned state conferred,",1
2399,2399,"Here is the chamber consecrate,",1
2400,2400,"Next ranks the prince who plans alone,",1
2401,2401,"And, as the world says, very fully attended,",1
2402,2402,"Hirlas yn llawen yn llaw _Forgant_,",1
2403,2403,"Yet if he haue helth, that is a treasure,",1
2404,2404,"Wijk bij Duurstede, _see_ Dorestad",1
2405,2405,"On whose bleak rocks, which brave the wasting tides,",1
2406,2406,"this quatrain of a winding-sheet, and that could be of linen or",1
2407,2407,Mysterious Nothing! how shall I define,1
2408,2408,The toss of wind-blown skirts; and who can drill,1
2409,2409,And run to the water to catch bream and trout.,1
2410,2410,"Her lips were red, and her eyes were blue,",1
2411,2411,"With hearts unwandering,--knowing Me the Source,",1
2412,2412,"For soda water's wasted, I'dst infer:",1
2413,2413,"Down the long hall she glistens like a star,",1
2414,2414,But universal Nature watches theirs:,1
2415,2415,"The dolorous sighs?""  He answer thus return'd:",1
2416,2416,"Was it south, was it north?",1
2417,2417,"Hence parting from them, to our own disgrace",1
2418,2418,"Almost akin to gladness, and she woke.",1
2419,2419,And wave it in the air.,1
2420,2420,"We'd faced the gusts on Mendip ridge,",1
2421,2421,"Till clay-cauld death shall blin' my e'e,",1
2422,2422,"With stifling heat, heaving it up in sleep,",1
2423,2423,What dismal stories will be told,1
2424,2424,"Whiles all the night, through fog-smoke white,",1
2425,2425,"Billowy, pillowy, black as night;",1
2426,2426,"And, as magnanimous and stout, for foe",1
2427,2427,"""Ev'n them he canna get attended,",1
2428,2428,"But when youth, the dream, departs,",1
2429,2429,"Than theirs, the Vision's own, what voice proclaim",1
2430,2430,In fighting fields pursued and found their fate;,1
2431,2431,"And give me rest, if he of might may be",1
2432,2432,"As high he soard, obnoxious first or last",1
2433,2433,The stars look strange.,1
2434,2434,"Wherein my heart, led by my wandering eyes,",1
2435,2435,in the halls with thy broad shoulders wrapped in rags; it,1
2436,2436,"The while we breathe--we are each other's world.""",1
2437,2437,Of the days he was mine. They are done--,1
2438,2438,As if these things a fear could be?,1
2439,2439,There is great nomber that fayne wold be aborde.,1
2440,2440,In church and abbey whose most ancient walls,1
2441,2441,"Eighteen hundred six and forty,",1
2442,2442,"Act,--act in the living Present!",1
2443,2443,"Ere back the king came thither, impatient of delay",1
2444,2444,"""But thee again the breath of tempest found,",1
2445,2445,"Tribunal, and in act and deed recited:",1
2446,2446,"Now all the world is sleeping, love,",1
2447,2447,"""I said he wouldn't.""",1
2448,2448,"Yes, I am part of this ocean",1
2449,2449,"That you are engaged, at the present moment,",1
2450,2450,"_Shool_, a shovel.",1
2451,2451,"Youth shall grow great and strong and free,",1
2452,2452,"Seemed to have flashed and then died into gloaming,",1
2453,2453,Amid the mist the work is done.,1
2454,2454,"O Silence, after life's bewildering din,",1
2455,2455,Love made itself into bonds and bands.,1
2456,2456,"Mud turkle settin' on de end of a log,",1
2457,2457,That can for long keep footing under that,1
2458,2458,"the noble seer speak unto me, saying: ""Thou art asking of",1
2459,2459,"Who . built . this . cross . and . well . """,1
2460,2460,"The white lake-blossom fell into the lake,",1
2461,2461,His father drew the righteous sword,1
2462,2462,"Peace to his soul! new prospects bloom,",1
2463,2463,"In the nest-life made for lovers,",1
2464,2464,All through that idle afternoon we strayed,1
2465,2465,"Or laid it corpse-like on a bier for such,",1
2466,2466,I fear you put this as a scorn,1
2467,2467,"With marble white, with sapphire blue,",1
2468,2468,"In skill, but suparior,",1
2469,2469,For a jealous elf is he,1
2470,2470,"They measure all, of other excellence",1
2471,2471,"And in him refuse to trust,",1
2472,2472,My white neck;,1
2473,2473,Of this strange world's tempest-trampled main,1
2474,2474,"Though uncoift, counsel, learned in the world!",1
2475,2475,"Steer'd of Sidonia, and me left forlorn.",1
2476,2476,"Severed the head, and through the ghastly lips,",1
2477,2477,Just like the wool that's drawn into the flame.,1
2478,2478,"Shape so sweet and shy, Dear,",1
2479,2479,a water-fall in a stream running into the,1
2480,2480,"He spins the slight, self-pleasing thread anew:",1
2481,2481,roribus indulget spatio; latet altera nodo,1
2482,2482,"Return again, fair Lesley,",1
2483,2483,An' de number o' dead dey leave in de pit.,1
2484,2484,"Is bitter thought. To lie back then and die,",1
2485,2485,"their behalf though they are not here, I implore you to stand",1
2486,2486,"incorrectness in estimating sounds, which is, in some degree,",1
2487,2487,Where'er on foulest mud some stagnant slime,1
2488,2488,Who welcomed in the maiden Spring?,1
2489,2489,"people to use them.""",1
2490,2490,"Release me, and restore me to the ground:",1
2491,2491,"Peoples and tribes, all hovering round, he sees,",1
2492,2492,"The full, keen joyance of the day, so they",1
2493,2493,"She felt the hungry frost that punctured holes,",1
2494,2494,"At each end of the house, amid the flowers of the garden,",1
2495,2495,"To the sight o' my eyes mid be shown!""",1
2496,2496,"No care nor labor,",1
2497,2497,Tinkle with low sweet tongue and grave,1
2498,2498,"Both their habiliments unto them tooke,",1
2499,2499,"Break thou Tydides’ spear, and let him fall",1
2500,2500,Of fancy rise full springing: but not mine,1
2501,2501,"When skies were peltin' fish-plates, bricks",1
2502,2502,"means  Elinand, a monk and chronicler, in the reign of Philip",1
2503,2503,"As fleetly as the Summer's sunshine past,",1
2504,2504,Constrained to prophesy.,1
2505,2505,Who now upon the Wessex wold,1
2506,2506,Or by some other reason are led on--,1
2507,2507,The kyng wold not foreget;,1
2508,2508,With ships of gallant mien--,1
2509,2509,Unceasing and implacable pursued,1
2510,2510,When o'er the hill the eastern star,1
2511,2511,"For as his woeful parents' hands and lips he hangs between,",1
2512,2512,"The King, and Daulphin, to his proud demand,",1
2513,2513,"Or him that built the tower of Shinaar,",1
2514,2514,A whisper'd sin sobs at the wrecks;,1
2515,2515,the death of the suitors. Penelope scarcely credits her; but,1
2516,2516,"aurea, perpetua semper dignissima vita.",1
2517,2517,"And disgrace your tribe by crying,",1
2518,2518,Were hot with love as I am,1
2519,2519,"Bonie lassie, &c.",1
2520,2520,"But first, as is our wont, myself will prove",1
2521,2521,That words coud do no more: yet on thy part,1
2522,2522,"Beauty of babyhood,--",1
2523,2523,"Across the road,--leaf touching leaf.",1
2524,2524,"'T was all the same to him--'God save the king,'",1
2525,2525,"Thou schalt me telle, er that I go;",1
2526,2526,I have seen the country gentlemen turn squeakers--,1
2527,2527,"Who him with joy beheld still living, heal'd,",1
2528,2528,"Of her falsehoods over chary,",1
2529,2529,The southern Sun diffus'd his dazzling shene.,1
2530,2530,"The Face belongs to the Name,",1
2531,2531,Told Euby Cynth 'ud haf to go--,1
2532,2532,Quiet as any water-sodden log,1
2533,2533,But tears must stop like all things else; and soon,1
2534,2534,Or march'd embattled on in glittering arms.,1
2535,2535,"swinging it back, he threw it from his brawny hand, and it made",1
2536,2536,"Scattered the pollen from the lily's crown,",1
2537,2537,Corrupted to a Lombard dialect.,1
2538,2538,"Some thistles purpling into violet,",1
2539,2539,After the shadows pass o'er.,1
2540,2540,Go! take a last farewell forever more,1
2541,2541,"I run bang into a German chap,",1
2542,2542,"With suckt and glutted offal, at one fling",1
2543,2543,"To count unbounded brother-love a shame,",1
2544,2544,"They seemed a harmless people, mostways silent,",1
2545,2545,"Under the sheltering eaves, led up to the odorous corn-loft.",1
2546,2546,Comes up a shrouded head:,1
2547,2547,"So fair, that nawher is non so;",1
2548,2548,Else had it bruised too sore his tender heart,1
2549,2549,Dead faces laugh!,1
2550,2550,"And oaks together answered back in song,",1
2551,2551,"First a speck, and then a vulture,",1
2552,2552,"Unmolested roved the hunters,",1
2553,2553,_Here did the venturous Ithacan explore._,1
2554,2554,"Nigh his death-stricken cattle, wakes aghast,",1
2555,2555,"Repent, repent, and from old errors turn!",1
2556,2556,"Hit befell on Whitsontide,",1
2557,2557,"With that great Leader[D] vies, who, sick of strife",1
2558,2558,'Then I'll run down street and tell her.' Una darted off.,1
2559,2559,The evil; for it now surpasses far,1
2560,2560,"But urge the right, and give him all the reins;",1
2561,2561,"And whether that my angel be turn'd fiend,",1
2562,2562,"We banish all extraneous fat,",1
2563,2563,"To-day the butterfly has flown,--",1
2564,2564,"To dally with itself in idle play.""",1
2565,2565,"How exquisitely minute,",1
2566,2566,"The mighty dead that live in endless praise,",1
2567,2567,"And men this truth shall learn, that light is liberty.",1
2568,2568,"Sinking or swimming, I'll be bound",1
2569,2569,Darken to fogs and sink again;--,1
2570,2570,But to know and prove your courage;,1
2571,2571,Though the praise ascend?,1
2572,2572,With a pinch of tea and a crust;,1
2573,2573,When the stars begin to peep.,1
2574,2574,Once the fierce Kabibonokka,1
2575,2575,"And on a day,",1
2576,2576,Gets up and begins to paw,1
2577,2577,"Sing never, Nightingale.",1
2578,2578,A special honour for thy meed assign.,1
2579,2579,"Whom Lagus met the first of all, by Fate's unrighteousness",1
2580,2580,"“By me conducted, thou th' Elysian field,",1
2581,2581,With baited smiles if he display,1
2582,2582,"From our familiar home too early lost,--",1
2583,2583,Sprach fiebrig und schabab:,1
2584,2584,"Lass gin ye wad lo'e me,",1
2585,2585,"I cannot sing it to rest,",1
2586,2586,In his tremendous ring our mortal foe:,1
2587,2587,Too sure,1
2588,2588,"Each passage, ev'ry street I cross'd before.",1
2589,2589,then Mirrha when her chastitie was chang'd.,1
2590,2590,"A day, a night",1
2591,2591,Blue-empty 'neath the sun!,1
2592,2592,"Rising in the sun,",1
2593,2593,"And the little red dog, who is wise as dogs go,",1
2594,2594,"and drowned all doubt and fear,",1
2595,2595,"In Fancy's misty light,",1
2596,2596,"Into the broad fields,",1
2597,2597,"Climbing the heavens, so far and undefiled,",1
2598,2598,"Yet will you not, if you are wise,",1
2599,2599,The score stood four to six with but an inning left to play.,1
2600,2600,"As smoke doth, by ascending, waste away.",1
2601,2601,"If I with thee must share my chamber,",1
2602,2602,They ply for their neighbours the pick and the hoe:,1
2603,2603,And all those beauties whereof now he's king,1
2604,2604,And we've doubts respecting his sire.,1
2605,2605,"Lean and list the bosom-beats of Rafael,",1
2606,2606,While through the murmur of the light,1
2607,2607,are weather-beaten;,1
2608,2608,"The period past, re-give the given hour.",1
2609,2609,The conqueror's steps He leads.,1
2610,2610,"And bended skies seem built for it,",1
2611,2611,Why a new moon might not forevermore,1
2612,2612,"The ferns bend low, the grasses lean,",1
2613,2613,"Be I indeed, not something else,",1
2614,2614,"desire of such scurf, him who by the Servant of Servants was",1
2615,2615,"And some innative weakness, 27.",1
2616,2616,"And cavern'd shapes that Typhon bled,",1
2617,2617,"Well, listen, my bibacious friend, I'll tell my tale to you.",1
2618,2618,When all the dough has been so kneaded up,1
2619,2619,Ambrosial dewdrops from the nectar'd cup;,1
2620,2620,"Of poplars with their noise of falling showers,",1
2621,2621,And turned them to bushes in bright scarlet bud.,1
2622,2622,"Untouched by fire, whose dried and mummied frames",1
2623,2623,The truest notions in the easiest way.,1
2624,2624,"Anacreon, Ode XXII.",1
2625,2625,Or be counted vulgar and set at naught.,1
2626,2626,"""Fair nephew, we shall go, both you and I;",1
2627,2627,Dim and white the rose-leaves drift along the shore.,1
2628,2628,"There Socrates and Plato both I mark'd,",1
2629,2629,"Better buildings than the others,",1
2630,2630,"Leaps upon the hindmost cross-bench,",1
2631,2631,She softly sighed;,1
2632,2632,And all the glad reapers re-echo the call!,1
2633,2633,"He said; and mantled as he was, a quoit",1
2634,2634,With home so nigh?,1
2635,2635,I do not see them here; but after death,1
2636,2636,"As after min entendement,",1
2637,2637,Nor in life's vigorous season did I shun,1
2638,2638,Flapped his wings at Pau-Puk-Keewis.,1
2639,2639,"And you unto me could be true,",1
2640,2640,"But we have one ordained to beat it,",1
2641,2641,That ever was seen.,1
2642,2642,The Unvaulted; as two great eagles that do wheel in air,1
2643,2643,When danger imminent betides,1
2644,2644,And ever ready to strike;,1
2645,2645,_(All round the Sands!)_,1
2646,2646,"Bids him with more than mortal fury glow,",1
2647,2647,splashed carelessly. They soon reached the school door; and Tim,1
2648,2648,And herald the young god of day;,1
2649,2649,"where lakes lie spread, from twining rivers and living streams.",1
2650,2650,"To spy the shameful havoc, that from me",1
2651,2651,"Such long locks had she, that with knee to chin",1
2652,2652,And never to his mind before,1
2653,2653,"Always with detriment allowed delay.""",1
2654,2654,"In conscious joy of thy full splendour, pour",1
2655,2655,"claps his wings, showing desire, and making himself fine; so I",1
2656,2656,"""But oh, without avail do I",1
2657,2657,"Let pits devour my work! Of all eternal things,",1
2658,2658,The grave white-turbaned merchants go:,1
2659,2659,"Raising, convey'd me weeping to his home.",1
2660,2660,The garden of the empire to run waste.,1
2661,2661,"The children of the town had mocked beneath his horse's hoofs,",1
2662,2662,And all we are and all we have shall henceforth be thine own.,1
2663,2663,"Then farewell love, and farewell woe,",1
2664,2664,"While I was gone, and I -- too late --",1
2665,2665,Shall perish all in one common plague;,1
2666,2666,"Has curb'd the fury of his car,",1
2667,2667,"The raw, rough, timber back of the new-made mound.",1
2668,2668,"To Ban-bu-ry Cross,",1
2669,2669,"I know there was a silence in his heart,",1
2670,2670,Who are born and buried in tears.,1
2671,2671,For her dear Dora's safety as she sped,1
2672,2672,The which her made attonce so cruell faire.,1
2673,2673,"quid iuuat, ut datus es, nostrae placuisse puellae?",1
2674,2674,Through the long day its penance did maintain:,1
2675,2675,No wonder Great Britain is now become poor.,1
2676,2676,And so the poor Dog had none.,1
2677,2677,To serven him the nyhtes tide.,1
2678,2678,And than to other after his degre,1
2679,2679,according to his character.,1
2680,2680,To the billows' less'ning roar--,1
2681,2681,"The other following, with the laws and me,",1
2682,2682,Closed o'er the head of your loved Lycidas?,1
2683,2683,"Beset, and keenly press'd, than thought of him",1
2684,2684,"Those limbs of death, from Thy left side;",1
2685,2685,"My father's father, OEneus, was the third.",1
2686,2686,"Like pillars, tossed in mighty chaos, gold",1
2687,2687,And the fascinating serpents;,1
2688,2688,"and produce the idea of novelty, which is a less degree of",1
2689,2689,Dey 'peared like clouds on a moonshine night.,1
2690,2690,You thought you felt its mesh;,1
2691,2691,"Tall ornaments, the future stage to grace.",1
2692,2692,"He gone, to whom shall we go?""",1
2693,2693,impressions necessarily carried with them the conviction that the,1
2694,2694,"Repeated, and indecent overthrow",1
2695,2695,"ILLE mi par esse deo uidetur,",1
2696,2696,Have you in common with homekeeping youth?,1
2697,2697,Prophetic when they write.,1
2698,2698,My fevered fancies follow you,1
2699,2699,"While her Mama screamed out, ""You're not",1
2700,2700,"For when from Elysium is absent the lyre,",1
2701,2701,The form of the fourth.,1
2702,2702,She dreamed that fondly led her / full often by the hand,1
2703,2703,know fine women--,1
2704,2704,"When I rub up my day-lights, and look very sharp",1
2705,2705,"I hear the downward beat of wings,",1
2706,2706,To be the dupe of hope no more.,1
2707,2707,He started in his history to tell.,1
2708,2708,Once on a time,1
2709,2709,"Scho sang, he sichit sair:",1
2710,2710,"Before him his confessor stood,",1
2711,2711,"From Ermingard his Grandame, claim’d the Crowne,",1
2712,2712,No gems cud save me from the grave.,1
2713,2713,"wonderful interplay between the human and divine, till they fully",1
2714,2714,"Dearer still as ages flow,",1
2715,2715,"O my love, how my heart would be fed;",1
2716,2716,"O Phoenix, all-too-happy bird,",1
2717,2717,We count them ever past;,1
2718,2718,"And breathless, called him by his new-coined name,",1
2719,2719,You'll move my patience. I say you do us wrong.,1
2720,2720,"Go to your work and be strong, halting not in your ways,",1
2721,2721,"""For to-day, when I gat out o' bed,",1
2722,2722,"Cast, from above, upon the flower, or view",1
2723,2723,Ten paces were the outermost apart.,1
2724,2724,"Cease to play borrowed parts,",1
2725,2725,I shall see the belted bees,1
2726,2726,Tiaraed with a Sun.,1
2727,2727,"Nor tears, for ages taught to flow in vain.",1
2728,2728,"To hide my tears, I ran and brought his child;",1
2729,2729,"""Though from us hath been taken / by foul traitor's hand",1
2730,2730,"Is nothing more austere, more starry, or more deep to understand",1
2731,2731,"plus de matre feras. at tu, pulcerrima forma",1
2732,2732,And light and law to lands that lack;,1
2733,2733,It garred the King take horse and brand.,1
2734,2734,Where the long shadows of the fir and pine,1
2735,2735,"As had a reason to be seen,--",1
2736,2736,"A prayer breathed low, a struggle long and wild,",1
2737,2737,But ever the Strong Man up and down would pass,1
2738,2738,Hector had laid his hand; around that ship,1
2739,2739,"Dark, vast, and high the summits soar,",1
2740,2740,"Too deep for day, its gardens without sun,",1
2741,2741,"Nor head, nor body, bowed nor bent,",1
2742,2742,Alas! and here's,1
2743,2743,And the gap in our picked and chosen,1
2744,2744,"Sad, cheerless, broken-hearted,",1
2745,2745,That made his veynes fulle and sounde:,1
2746,2746,"Nahuia, III, 6. From _naui_, four.",1
2747,2747,"Arch.     A barbarous pastime,",1
2748,2748,"God thought about me, and so I grew.",1
2749,2749,"Absence, hear thou my protestation",1
2750,2750,"The surging waves, the starry span,",1
2751,2751,"To Athens, where they kept me till I grew",1
2752,2752,"As he cast his eye to leeward,",1
2753,2753,"Metellus' daughter, Magnus' weeping spouse,",1
2754,2754,"What though the stream be poisoned, if its flow",1
2755,2755,"By his regard, and by his contenance;",1
2756,2756,No maids in Maiden lane;,1
2757,2757,"And softly whispered, ""For this day",1
2758,2758,Though in her throat the hot air seemed to choke.,1
2759,2759,"to thee?"" And I, ""The abundant rain of the Heavenly Spirit, which",1
2760,2760,"See if they are warm and faithful.""",1
2761,2761,"Turned head to the Brazos in a red race with death,",1
2762,2762,"Of the melancholy pine-tree,",1
2763,2763,Rouse many an ear to rapt emotion;,1
2764,2764,"The breath of the roses filled the air,",1
2765,2765,"-- Your witcheries, O women! -- he explored.",1
2766,2766,Then shall the Soul like morning bright,1
2767,2767,"Rain, rain, go to Spain,",1
2768,2768,"An' ye had been whare I hae been,",1
2769,2769,And the light of earth that night eclipsed,1
2770,2770,collected by a Northland maiden to make enchanted arrows for a,1
2771,2771,"Healing, helping, full and free,",1
2772,2772,"«Mi pan y mi mansión partí contigo,",1
2773,2773,Your luck and grin. It wasn't so much pluck,1
2774,2774,"Thou golden fragment of the sweetest dream,",1
2775,2775,"What of Rafael's sonnets, Dante's picture?",1
2776,2776,"What hardships he had suffered, then",1
2777,2777,In the glare of the truth at last.,1
2778,2778,"What fears upon thy spirit weigh,",1
2779,2779,"A House of Commons such as he,",1
2780,2780,"""Say who is he around our mountain winds,",1
2781,2781,I'm sure it's winter fairly.,1
2782,2782,Nor ends the pleasure with the fierce embrace:,1
2783,2783,"When the midnight moon shines free,",1
2784,2784,"Nor dim nor red, like God's own head,",1
2785,2785,Gird me with Thy sword,1
2786,2786,"Attend, all ye who list to hear our noble England's praise;",1
2787,2787,"Doth, by the rolling of her heav'nly sphere,",1
2788,2788,To se so mochel mannes blod,1
2789,2789,"Of how some actor on a stage played Death,",1
2790,2790,"Des Königs Namen meldet kein Lied, kein Heldenbuch;",1
2791,2791,A still and quiet conscience.,1
2792,2792,Peace! Peace! Orestes-like I breathe this prayer!,1
2793,2793,_That Love must kiss that Mortal's eyes_,1
2794,2794,And never mind your kith and kin--,1
2795,2795,"With our long earthly toil, the unthankful care of Man.",1
2796,2796,What colour will they wear?,1
2797,2797,"Here plies afresh the oar, that loiter'd ill.",1
2798,2798,"""Ye maun cast her into a massymore,",1
2799,2799,Exhaled in summer from the rushy stream;,1
